Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type
CHEMBL514061,CC1(C)CC(=O)c2sc(N3CCOC[C@H]3Cc3c[nH]c4ccccc34)nc2C1,2555.0,nM,=,2.555,PASS,ChEMBL,IC50
CHEMBL476953,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3ccc4ccccc4c3)nc2C1,3492.0,nM,=,3.492,PASS,ChEMBL,IC50
CHEMBL477999,CC1(C)CC(=O)c2sc(N3CCOCC3Cc3cccc4ccccc34)nc2C1,229.0,nM,=,0.229,PASS,ChEMBL,IC50
CHEMBL453232,CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3ccccc3)nc2C1,833.0,nM,=,0.833,PASS,ChEMBL,IC50
CHEMBL469052,O=C1CC2(CCCCC2)Cc2nc(N3CCOCC3)sc21,1900.0,nM,=,1.9,PASS,ChEMBL,IC50
CHEMBL512293,O=C1CC2(CCCC2)Cc2nc(N3CCOCC3)sc21,2429.0,nM,=,2.429,PASS,ChEMBL,IC50
CHEMBL466962,O=C1CCCc2nc(N3CCOCC3)sc21,8063.0,nM,=,8.063,PASS,ChEMBL,IC50
CHEMBL466106,CCCC1CC(=O)c2sc(N3CCOCC3)nc2C1,8393.0,nM,=,8.393,PASS,ChEMBL,IC50
CHEMBL466956,CC1CC(=O)c2sc(N3CCOCC3)nc2C1,2494.0,nM,=,2.494,PASS,ChEMBL,IC50
CHEMBL514869,CC1(C)CNC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,59.0,nM,=,0.059,PASS,ChEMBL,IC50
CHEMBL514869,CC1(C)CNC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,1412.0,nM,=,1.412,PASS,ChEMBL,IC50
CHEMBL513924,CC1(C)CC(=O)c2sc(N3CCOC[C@@H]3Cc3c[nH]c4ccccc34)nc2C1,1555.0,nM,=,1.555,PASS,ChEMBL,IC50
CHEMBL469099,CC1(C)CC(=O)c2sc(N3CCOCC3)nc2C1,2939.0,nM,=,2.939,PASS,ChEMBL,IC50
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,17.6,nM,=,0.0176,PASS,ChEMBL,IC50
CHEMBL504715,COC[C@H]1OC(=O)/C(=C\NCCCCC(NC(C)=O)C(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL512987,COC[C@H]1OC(=O)/C(=C\NCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL511431,COC[C@H]1OC(=O)/C(=C\N2CCCC2C(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,105.0,nM,=,0.105,PASS,ChEMBL,IC50
CHEMBL449623,COC[C@H]1OC(=O)/C(=C\N(C)CCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,174.0,nM,=,0.174,PASS,ChEMBL,IC50
CHEMBL451905,COC[C@H]1OC(=O)/C(=C\N(C)CCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,128.0,nM,=,0.128,PASS,ChEMBL,IC50
CHEMBL501683,COC[C@H]1OC(=O)/C(=C\N(C)c2ccncc2)C2=C(O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,262.0,nM,=,0.262,PASS,ChEMBL,IC50
CHEMBL511922,COC[C@H]1OC(=O)/C(=C\N(C)c2ccncc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,119.0,nM,=,0.119,PASS,ChEMBL,IC50
CHEMBL446470,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(=O)CCCCN(C)c1ccc([N+](=O)[O-])c2nonc12,24.2,nM,=,0.0242,PASS,ChEMBL,IC50
CHEMBL450722,COC[C@H]1OC(=O)/C(=C\NCCCCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(=O)CCCCN(C)c4ccc([N+](=O)[O-])c5nonc45)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL469099,CC1(C)CC(=O)c2sc(N3CCOCC3)nc2C1,1333.0,nM,=,1.333,PASS,ChEMBL,IC50
CHEMBL469200,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccc5)cc43)nc2C1,2666.0,nM,=,2.666,PASS,ChEMBL,IC50
CHEMBL469035,CC1(C)CC(=O)c2sc(N3CCOc4ccc(Br)cc43)nc2C1,1972.0,nM,=,1.972,PASS,ChEMBL,IC50
CHEMBL453240,CC1(C)Cc2nc(N3CCOc4ccc(Br)cc43)sc2C(=O)N1,1108.0,nM,=,1.108,PASS,ChEMBL,IC50
CHEMBL467966,Cc1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,1812.0,nM,=,1.812,PASS,ChEMBL,IC50
CHEMBL512624,COc1ccc2c(c1)OCCN2c1nc2c(s1)C(=O)NC(C)(C)C2,1131.0,nM,=,1.131,PASS,ChEMBL,IC50
CHEMBL504616,Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,294.0,nM,=,0.294,PASS,ChEMBL,IC50
CHEMBL512440,Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,295.0,nM,=,0.295,PASS,ChEMBL,IC50
CHEMBL467561,Cn1ccnc1-c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,2900.0,nM,=,2.9,PASS,ChEMBL,IC50
CHEMBL467395,Cc1nc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c[nH]1,636.0,nM,=,0.636,PASS,ChEMBL,IC50
CHEMBL511228,CC1(C)Cc2nc(N3CCOc4ccc(-c5ccn[nH]5)cc43)sc2C(=O)N1,917.0,nM,=,0.917,PASS,ChEMBL,IC50
CHEMBL467394,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cn[nH]c5)cc43)nc2C1,188.0,nM,=,0.188,PASS,ChEMBL,IC50
CHEMBL512092,CC1(C)Cc2nc(N3CCOc4ccc(-c5cn[nH]c5)cc43)sc2C(=O)N1,89.0,nM,=,0.089,PASS,ChEMBL,IC50
CHEMBL467553,CC1(C)Cc2nc(N3CCOc4ccc(-c5cnc[nH]5)cc43)sc2C(=O)N1,736.0,nM,=,0.736,PASS,ChEMBL,IC50
CHEMBL469209,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)nn1,738.0,nM,=,0.738,PASS,ChEMBL,IC50
CHEMBL469208,CC1(C)Cc2nc(N3CCOc4ccc(-c5ncccn5)cc43)sc2C(=O)N1,791.0,nM,=,0.791,PASS,ChEMBL,IC50
CHEMBL512834,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,164.0,nM,=,0.164,PASS,ChEMBL,IC50
CHEMBL469202,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,116.0,nM,=,0.116,PASS,ChEMBL,IC50
CHEMBL512650,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccncc5)cc43)nc2C1,825.0,nM,=,0.825,PASS,ChEMBL,IC50
CHEMBL512648,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5cccnc5)cc43)nc2C1,172.0,nM,=,0.172,PASS,ChEMBL,IC50
CHEMBL469194,CC1(C)CC(=O)c2sc(N3CCOc4ccc(-c5ccccn5)cc43)nc2C1,677.0,nM,=,0.677,PASS,ChEMBL,IC50
CHEMBL512815,CC1(C)CC(=O)c2sc(N3CCOc4cc(Br)ccc43)nc2C1,2847.0,nM,=,2.847,PASS,ChEMBL,IC50
CHEMBL469201,CC1(C)CC(=O)c2sc(N3CCOc4ccccc43)nc2C1,676.0,nM,=,0.676,PASS,ChEMBL,IC50
CHEMBL449049,CC1(C)Cc2nc(N3CCOCC3)sc2C(=O)N1,2372.0,nM,=,2.372,PASS,ChEMBL,IC50
CHEMBL517163,COc1cc2c(cc1Nc1nc(Nc3cccc4c3C(=O)NC4)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,0.8,nM,=,0.0008,PASS,ChEMBL,IC50
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,47.0,nM,=,0.047,PASS,ChEMBL,IC50
CHEMBL561844,CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,404.0,nM,=,0.404,PASS,ChEMBL,IC50
CHEMBL557895,CC(=O)Nc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,2005.0,nM,=,2.005,PASS,ChEMBL,IC50
CHEMBL561103,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,801.0,nM,=,0.801,PASS,ChEMBL,IC50
CHEMBL562165,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,631.0,nM,=,0.631,PASS,ChEMBL,IC50
CHEMBL552532,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1)OCCO,284.0,nM,=,0.284,PASS,ChEMBL,IC50
CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,41.0,nM,=,0.041,PASS,ChEMBL,IC50
CHEMBL551442,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)cc1,23.0,nM,=,0.023,PASS,ChEMBL,IC50
CHEMBL550972,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,14.0,nM,=,0.014,PASS,ChEMBL,IC50
CHEMBL564099,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C)CC4)c3n2)cc1,211.0,nM,=,0.211,PASS,ChEMBL,IC50
CHEMBL562365,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(C)=O)CC4)c3n2)cc1,225.0,nM,=,0.225,PASS,ChEMBL,IC50
CHEMBL558288,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)NC)CC4)c3n2)cc1,149.0,nM,=,0.149,PASS,ChEMBL,IC50
CHEMBL562439,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)N(C)C)CC4)c3n2)cc1,209.0,nM,=,0.209,PASS,ChEMBL,IC50
CHEMBL563985,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,100.0,nM,=,0.1,PASS,ChEMBL,IC50
CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1,548.0,nM,=,0.548,PASS,ChEMBL,IC50
CHEMBL561708,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,1026.0,nM,=,1.026,PASS,ChEMBL,IC50
CHEMBL564404,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)OCCO)cc4)nc32)CC1,681.0,nM,=,0.681,PASS,ChEMBL,IC50
CHEMBL558486,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,490.0,nM,=,0.49,PASS,ChEMBL,IC50
CHEMBL561907,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,505.0,nM,=,0.505,PASS,ChEMBL,IC50
CHEMBL562999,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,661.0,nM,=,0.661,PASS,ChEMBL,IC50
CHEMBL538378,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,35.0,nM,=,0.035,PASS,ChEMBL,IC50
CHEMBL557963,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,18.0,nM,=,0.018,PASS,ChEMBL,IC50
CHEMBL556947,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCN(C)CC6)cc5)cc4)nc32)CC1,15.0,nM,=,0.015,PASS,ChEMBL,IC50
CHEMBL558955,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CO)cc5)cc4)nc32)CC1,6.0,nM,=,0.006,PASS,ChEMBL,IC50
CHEMBL565061,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50
CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,12.0,nM,=,0.012,PASS,ChEMBL,IC50
CHEMBL549959,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,1.0,nM,=,0.001,PASS,ChEMBL,IC50
CHEMBL563654,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2OC(=O)CCC(=O)O)CCC4=O,20.0,nM,=,0.02,PASS,ChEMBL,IC50
CHEMBL563316,C[C@]12C(=C(O)C(=O)c3c1ccc1c3CCC1=O)/C(=C/NCC(=O)O)C(=O)C[C@H]2OC(=O)CCC(=O)O,44.0,nM,=,0.044,PASS,ChEMBL,IC50
CHEMBL511431,COC[C@H]1OC(=O)/C(=C\N2CCCC2C(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,68.0,nM,=,0.068,PASS,ChEMBL,IC50
CHEMBL504715,COC[C@H]1OC(=O)/C(=C\NCCCCC(NC(C)=O)C(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)C(=O)CC[C@@H]34)[C@]21C,1000.0,nM,>,1.0,PASS,ChEMBL,IC50
CHEMBL584362,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)c1,36.0,nM,=,0.036,PASS,ChEMBL,IC50
CHEMBL572956,CC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,69.0,nM,=,0.069,PASS,ChEMBL,IC50
CHEMBL575710,O=C(c1ccccc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,50.0,nM,=,0.05,PASS,ChEMBL,IC50
CHEMBL575501,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1,86.0,nM,=,0.086,PASS,ChEMBL,IC50
CHEMBL574207,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1,31.0,nM,=,0.031,PASS,ChEMBL,IC50
CHEMBL550286,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1,47.0,nM,=,0.047,PASS,ChEMBL,IC50
CHEMBL574672,Oc1ccccc1-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4ccccc4)CC3)c2n1,3565.0,nM,=,3.565,PASS,ChEMBL,IC50
CHEMBL574193,Oc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,720.0,nM,=,0.72,PASS,ChEMBL,IC50
CHEMBL575935,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccnc5)nc43)CC2)cc1,244.0,nM,=,0.244,PASS,ChEMBL,IC50
CHEMBL574405,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccncc5)nc43)CC2)cc1,2766.0,nM,=,2.766,PASS,ChEMBL,IC50
CHEMBL574211,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cnc6ccccc6c5)nc43)CC2)cc1,6000.0,nM,=,6.0,PASS,ChEMBL,IC50
CHEMBL575929,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6ncccc6c5)nc43)CC2)cc1,466.0,nM,=,0.466,PASS,ChEMBL,IC50
CHEMBL578661,O=c1[nH]c2ccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)cc2[nH]1,4394.0,nM,=,4.394,PASS,ChEMBL,IC50
CHEMBL586051,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cc6ccccc6[nH]5)nc43)CC2)cc1,1112.0,nM,=,1.112,PASS,ChEMBL,IC50
CHEMBL578453,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccc6[nH]ccc56)nc43)CC2)cc1,238.0,nM,=,0.238,PASS,ChEMBL,IC50
CHEMBL572830,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)cc1,1008.0,nM,=,1.008,PASS,ChEMBL,IC50
CHEMBL574641,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6cc[nH]c6c5)nc43)CC2)cc1,1272.0,nM,=,1.272,PASS,ChEMBL,IC50
CHEMBL582922,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccc6cc[nH]c56)nc43)CC2)cc1,520.0,nM,=,0.52,PASS,ChEMBL,IC50
CHEMBL576543,Cn1ccc2cccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)c21,5190.0,nM,=,5.19,PASS,ChEMBL,IC50
CHEMBL573178,c1cc2cc(-c3nc(N4CCOCC4)c4cnn(C5CCNCC5)c4n3)ccc2[nH]1,1310.0,nM,=,1.31,PASS,ChEMBL,IC50
CHEMBL583194,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1,1962.0,nM,=,1.962,PASS,ChEMBL,IC50
CHEMBL576768,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc5[nH]ccc5c4)nc32)CC1,5870.0,nM,=,5.87,PASS,ChEMBL,IC50
CHEMBL573662,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,18.0,nM,=,0.018,PASS,ChEMBL,IC50
CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,41.0,nM,=,0.041,PASS,ChEMBL,IC50
CHEMBL574680,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,10.0,nM,=,0.01,PASS,ChEMBL,IC50
CHEMBL538378,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,35.0,nM,=,0.035,PASS,ChEMBL,IC50
CHEMBL573171,COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,81.0,nM,=,0.081,PASS,ChEMBL,IC50
CHEMBL563985,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,100.0,nM,=,0.1,PASS,ChEMBL,IC50
CHEMBL576143,CNC(=O)Nc1ccc(-c2nc(N3CCOC(C)C3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,268.0,nM,=,0.268,PASS,ChEMBL,IC50
CHEMBL572932,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1,194.0,nM,=,0.194,PASS,ChEMBL,IC50
CHEMBL574234,O=C(NCCF)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1,314.0,nM,=,0.314,PASS,ChEMBL,IC50
CHEMBL578645,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,704.0,nM,=,0.704,PASS,ChEMBL,IC50
CHEMBL573157,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,613.0,nM,=,0.613,PASS,ChEMBL,IC50
CHEMBL575976,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,345.0,nM,=,0.345,PASS,ChEMBL,IC50
CHEMBL558486,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,490.0,nM,=,0.49,PASS,ChEMBL,IC50
CHEMBL573424,CNC(=O)Nc1ccc(-c2nc(N3C[C@@H](C)O[C@@H](C)C3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,3877.0,nM,=,3.877,PASS,ChEMBL,IC50
CHEMBL575539,O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)NC1CC1,4052.0,nM,=,4.052,PASS,ChEMBL,IC50
CHEMBL583874,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,4320.0,nM,=,4.32,PASS,ChEMBL,IC50
CHEMBL568259,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,1803.0,nM,=,1.803,PASS,ChEMBL,IC50
CHEMBL574012,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,4271.0,nM,=,4.271,PASS,ChEMBL,IC50
CHEMBL577137,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,5333.0,nM,=,5.333,PASS,ChEMBL,IC50
CHEMBL575576,CCNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,5554.0,nM,=,5.554,PASS,ChEMBL,IC50
CHEMBL576937,CCNC(=O)Nc1ccc(-c2nc(N3CCOC(C)C3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1,721.0,nM,=,0.721,PASS,ChEMBL,IC50
CHEMBL573202,COC(=O)N1CCC(n2ncc3c(N4C5CCC4COC5)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1,1827.0,nM,=,1.827,PASS,ChEMBL,IC50
CHEMBL580212,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,677.0,nM,=,0.677,PASS,ChEMBL,IC50
CHEMBL572500,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,553.0,nM,=,0.553,PASS,ChEMBL,IC50
CHEMBL567607,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1,4362.0,nM,=,4.362,PASS,ChEMBL,IC50
CHEMBL576782,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,521.0,nM,=,0.521,PASS,ChEMBL,IC50
CHEMBL572679,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,4546.0,nM,=,4.546,PASS,ChEMBL,IC50
CHEMBL573663,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1,517.0,nM,=,0.517,PASS,ChEMBL,IC50
CHEMBL572944,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,1616.0,nM,=,1.616,PASS,ChEMBL,IC50
CHEMBL567822,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1,1367.0,nM,=,1.367,PASS,ChEMBL,IC50
CHEMBL574905,O=C(NCCF)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1,2746.0,nM,=,2.746,PASS,ChEMBL,IC50
CHEMBL567172,O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,227.0,nM,=,0.227,PASS,ChEMBL,IC50
CHEMBL566087,CNC(=O)Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1,2092.0,nM,=,2.092,PASS,ChEMBL,IC50
CHEMBL576979,CNC(=O)Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1,4632.0,nM,=,4.632,PASS,ChEMBL,IC50
CHEMBL575345,O=C(Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)NC1CC1,9500.0,nM,=,9.5,PASS,ChEMBL,IC50
CHEMBL575989,O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,602.0,nM,=,0.602,PASS,ChEMBL,IC50
CHEMBL575130,O=C(Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,1935.0,nM,=,1.935,PASS,ChEMBL,IC50
